open_time,open,high,low,close,volume,close_time,quote_asset_volume,num_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,SMA,EMA,%K,%D,macd,macdsignal,BB_lower,BB_middle,BB_upper,SMA_short,SMA_long,ATR,RSI,RSI_min,RSI_max,RSI_support,RSI_resistance,volume_ma,rsi_potential_breakout,rsi_ema,rsi_breakout,EMA_50,EMA_200
1652482800000,0.06905900,0.069288,0.068528,0.068624,6803.6191,1652486399999,468.89712251,9754,3386.90690000,233.41902907,0,,,,,,,,,,,,,,,,,,,False,,False,,
1652486400000,0.06862500,0.069227,0.0685,0.0691,6084.4182,1652489999999,419.26346425,8861,3076.81270000,212.06059337,0,,,,,,,,,,,,,,,,,,,False,,False,,
1652490000000,0.06910000,0.069516,0.069001,0.069337,5116.9717,1652493599999,354.69109992,8074,2640.88020000,183.07087918,0,,,,,,,,,,,,,,,,,,6001.669666666666,False,,False,,
1652493600000,0.06934600,0.069517,0.069117,0.069339,4506.7846,1652497199999,312.44021654,6352,2444.02110000,169.43564065,0,,,,,,,,,,,,,,,,,,5236.058166666667,False,,False,,
1652497200000,0.06934000,0.069494,0.069172,0.069489,2901.7464,1652500799999,201.18251938,4338,1505.34720000,104.37772073,0,,,,,,,,,,,,,,,,,,4175.167566666667,False,,False,,
1652500800000,0.06947700,0.069477,0.068902,0.068923,3669.1685,1652504399999,253.79143732,5906,1608.60740000,111.25718572,0,,,,,,,,,,,,,,,,,,3692.5665000000004,False,,False,,
1652504400000,0.06892400,0.069308,0.068802,0.069136,3432.7301,1652507999999,237.02897330,6003,1746.15790000,120.57074892,0,,,,,,,,,,,,,,,,,,3334.5483333333336,False,,False,,
1652508000000,0.06913100,0.069257,0.068983,0.069213,3177.7429,1652511599999,219.78425874,4562,1635.97570000,113.15245819,0,,,,,,,,,,,,,,,,,,3426.547166666667,False,,False,,
1652511600000,0.06921300,0.069327,0.068942,0.069041,3151.7871,1652515199999,217.92586620,4683,1494.78480000,103.35080100,0,,,,,,,,,,,,,,,,,,3254.0867000000003,False,,False,,
1652515200000,0.06904200,0.06934,0.069018,0.069132,3727.344,1652518799999,257.66421365,5256,2153.60800000,148.87693325,0,,,,,,,,,,,,,,,,,,3352.291333333333,False,,False,,
1652518800000,0.06913300,0.0694,0.068732,0.068782,4390.1831,1652522399999,302.96698881,7036,2108.91050000,145.54572868,0,,,,,,,,,,,,,,,,,,3756.438066666667,False,,False,,
1652522400000,0.06878200,0.069041,0.06862,0.068679,4213.9651,1652525999999,290.12644791,6841,1853.36180000,127.61299858,0,,,,,,,,,,,,,,,,,,4110.4974,False,,False,,
1652526000000,0.06867800,0.068748,0.068189,0.068294,9708.4361,1652529599999,664.01958781,12655,4421.69900000,302.38178378,0,,,,,,,,,,,,,,,,,,6104.194766666667,False,,False,,
1652529600000,0.06829300,0.068412,0.068166,0.068202,4863.7686,1652533199999,332.07117137,6274,2365.11620000,161.49020451,0,,,,,,,,,,,,,,,,,,6262.0566,False,,False,,
1652533200000,0.06819500,0.068278,0.067948,0.068065,7153.6979,1652536799999,487.14737700,9542,2870.30960000,195.48530790,0,,,,,,,,,,,,,,,,,,7241.967533333333,False,,False,,
1652536800000,0.06806300,0.068176,0.0679,0.068167,5417.918,1652540399999,368.72496801,6869,2681.49930000,182.50558849,0,,,,,,,,,,,,,,,,,,5811.794833333333,False,,False,,
1652540400000,0.06816700,0.06837,0.068114,0.068148,4196.6262,1652543999999,286.36166151,5835,2277.38890000,155.40730597,0,,,,,,,,,,,,,,,,,,5589.4140333333335,False,,False,,
1652544000000,0.06814900,0.0686,0.068142,0.068432,5500.8094,1652547599999,376.41051817,7003,2953.41460000,202.09806930,0,,,,,,,,,,,,,,,,,,5038.4511999999995,False,,False,,
1652547600000,0.06842600,0.068512,0.068068,0.068148,1602.2491,1652551199999,109.37812540,2383,611.43190000,41.73178660,0,,,,,,,,,,,,,,,,,,3766.5615666666667,False,,False,,
1652551200000,0.06814200,0.068304,0.067942,0.068199,1629.6213,1652554799999,111.01189272,2610,685.79780000,46.72874695,0,,,,,,,,,,,,,,,,,,2910.8932666666665,False,,False,,
1652554800000,0.06818600,0.068228,0.067822,0.068055,1300.4759,1652558399999,88.44207542,2361,534.41250000,36.34280469,0,,,,,,,,,,,,,,,,,,1510.7821000000001,False,,False,,
1652558400000,0.06803900,0.068228,0.067974,0.06802,1170.4896,1652561999999,79.71919463,1733,562.11510000,38.27937035,0,,,,,,,,,,,,,,,,,,1366.8622666666668,False,,False,,
1652562000000,0.06802000,0.068634,0.067876,0.068268,1505.622,1652565599999,102.66495073,3869,881.29330000,60.10057502,0,,,,,,,,,,,,,,,,,,1325.529166666667,False,,False,,
1652565600000,0.06826800,0.068531,0.067958,0.067977,2384.4698,1652569199999,162.75041488,3327,1011.16980000,69.02271747,0,,,,,,,,,,,,,,,,,,1686.8604666666668,False,,False,,
1652569200000,0.06800500,0.068433,0.068005,0.068352,1597.7369,1652572799999,109.04610683,2050,886.11320000,60.47631384,0,,,,,,,,,,,,,,,,,,1829.2762333333333,False,,False,,
1652572800000,0.06835100,0.068755,0.068286,0.068515,1479.9337,1652576399999,101.36084896,3116,753.33420000,51.59794815,0,,,,,-0.0002892367346696706,,,,,,,,,,,,,1820.7134666666668,False,,False,,
1652576400000,0.06851500,0.06856,0.068144,0.068156,1291.0686,1652579999999,88.18406047,2189,478.86150000,32.69113788,0,,,,,-0.000280271100714366,,,,,,,,,,,,,1456.2464,False,,False,,
1652580000000,0.06815700,0.068211,0.06795,0.068052,1347.823,1652583599999,91.72929442,2562,583.84670000,39.73203102,0,,,,,-0.0002783490672654404,,,,,,,,,,,,,1372.9417666666668,False,,False,,
1652583600000,0.06805300,0.068071,0.067608,0.067769,2980.4215,1652587199999,202.13405674,4769,1067.85180000,72.42953308,0,,,,,-0.000296246630036065,,,,,,,,,,,,,1873.1043666666665,False,,False,,
1652587200000,0.06776900,0.068065,0.067756,0.068054,3008.1109,1652590799999,204.27680690,4337,1518.96080000,103.15412296,0,,,,,-0.00028415786434311807,,,,,,,,,,,,,2445.4518000000003,False,,False,,
1652590800000,0.06805400,0.068291,0.068002,0.068234,3580.905,1652594399999,244.13032909,4984,1746.45680000,119.05605062,0,,,,,-0.0002570893685512887,,,,,,,,,,,,,3189.8124666666668,False,,False,,
1652594400000,0.06823300,0.068286,0.067939,0.067962,3111.854,1652597999999,212.04286264,4298,1445.12810000,98.47834983,0,,,,,-0.00025465006992747563,,,,,,,,,,,,,3233.6232999999997,False,,False,,
1652598000000,0.06796200,0.068391,0.067961,0.068313,3330.0981,1652601599999,227.30505125,4955,1893.98980000,129.26856642,0,,,,,-0.00022183694342815807,,,,,,,,,,,,,3340.952366666667,False,,False,,
1652601600000,0.06831400,0.068468,0.06826,0.068359,3340.1169,1652605199999,228.36264243,4612,1686.61470000,115.31158341,0,,,,,-0.00018993108143093573,-0.00026130765115183537,,,,,,,,,,,,3260.6896666666667,False,,False,,
1652605200000,0.06835900,0.068502,0.068311,0.068427,3222.5024,1652608799999,220.42928630,4090,1628.71310000,111.40370306,0,,,,,-0.0001573446530122452,-0.00024051505152391736,,,,,,,,,,,,3297.5724666666665,False,,False,,
1652608800000,0.06842700,0.068762,0.068383,0.068624,3770.9802,1652612399999,258.53331658,5474,2015.02870000,138.14460476,0,,,,,-0.00011430577430231181,-0.00021527319607959626,,,,,,,,,,,,3444.5331666666666,False,,False,,
1652612400000,0.06862300,0.069044,0.068599,0.068793,6333.2655,1652615999999,435.75024746,8564,3317.58400000,228.26905794,0,,,,,-6.580174369706648e-05,-0.0001853789056030903,,,,,,,,,,,,4442.249366666667,False,,False,,
1652616000000,0.06879400,0.068959,0.06859,0.06876,5903.7632,1652619599999,405.89993001,7200,2829.55410000,194.52484842,0,,,,,-2.9682611528317193e-05,-0.0001542396467881357,,,,,,,,,,,,5336.002966666667,False,,False,,
1652619600000,0.06875900,0.068759,0.068525,0.068595,4926.0049,1652623199999,338.04922600,5982,2338.90090000,160.49661511,0,,,,,-1.4208275937094283e-05,-0.00012623337261792744,,,,,,,,,,,,5721.011200000001,False,,False,,
1652623200000,0.06859100,0.069032,0.068548,0.068981,4975.6423,1652626799999,342.60239171,6211,2519.18960000,173.44744587,0,,,,,2.886943173052714e-05,-9.521281174823652e-05,,,,,,,,,,,,5268.470133333333,False,,False,,
1652626800000,0.06898100,0.069041,0.068612,0.068721,4496.811,1652630399999,309.50229653,5830,2233.88640000,153.75975526,0,,,,,4.155003538203195e-05,-6.786024232218283e-05,,,,,,,,,,,,4799.4860666666655,False,,False,,
1652630400000,0.06872100,0.069044,0.068614,0.068955,4759.5464,1652633999999,327.57380031,5528,2724.10320000,187.46925497,0,,,,,6.96781432527882e-05,-4.0352565207188624e-05,,,,,,,,,,,,4743.9999,False,,False,,
1652634000000,0.06895500,0.069175,0.068866,0.068943,3824.5519,1652637599999,263.87843365,5217,1947.14230000,134.35555031,0,,,,,8.996451673268235e-05,-1.4289148819214427e-05,,,,,,,,,,,,4360.3031,False,,False,,
1652637600000,0.06894200,0.069294,0.06885,0.068906,5464.153,1652641199999,377.33318411,6962,2286.93500000,157.95162311,0,,,,,0.0001018815954792196,8.94500004047238e-06,,,,,,,,,,,,4682.750433333334,False,,False,,
1652641200000,0.06890600,0.069069,0.068816,0.069069,3348.5872,1652644799999,230.72816786,4154,1692.49220000,116.61917746,0,,,,,0.00012306014326664283,3.176802868570647e-05,,,,,,,,,,,,4212.4307,False,,False,,
1652644800000,0.06907000,0.069216,0.068403,0.068653,6733.7754,1652648399999,463.09169702,10262,3168.20760000,217.90502096,0,,,,,0.00010506544260702189,4.642751146996956e-05,,,,,,,,,,,,5182.171866666667,False,,False,,
