open_time,open,high,low,close,volume,close_time,quote_asset_volume,num_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,SMA,EMA,%K,%D,macd,macdsignal,BB_lower,BB_middle,BB_upper,SMA_short,SMA_long,ATR,RSI,RSI_min,RSI_max,RSI_support,RSI_resistance,volume_ma,rsi_potential_breakout,rsi_ema,rsi_breakout,EMA_50,EMA_200
1652482800000,0.00992200,0.009975,0.009899,0.009926,3954.224,1652486399999,39.29802484,3871,1957.02700000,19.45299092,0,,,,,,,,,,,,,,,,,,,False,,False,,
1652486400000,0.00992500,0.01002,0.009884,0.010019,7005.198,1652489999999,69.90346317,6977,4495.00600000,44.88593851,0,,,,,,,,,,,,,,,,,,,False,,False,,
1652490000000,0.01001900,0.010053,0.009984,0.010049,5308.382,1652493599999,53.20652174,4504,3633.05500000,36.41511837,0,,,,,,,,,,,,,,,,,,5422.601333333333,False,,False,,
1652493600000,0.01005100,0.010062,0.009938,0.009955,3507.158,1652497199999,35.00785999,3803,1614.32800000,16.11267955,0,,,,,,,,,,,,,,,,,,5273.579333333333,False,,False,,
1652497200000,0.00995500,0.009975,0.009915,0.009927,2969.203,1652500799999,29.51174940,2622,1421.70400000,14.13630127,0,,,,,,,,,,,,,,,,,,3928.247666666666,False,,False,,
1652500800000,0.00992700,0.009928,0.00974,0.009753,7728.441,1652504399999,75.94872602,7117,2082.58800000,20.50380319,0,,,,,,,,,,,,,,,,,,4734.934,False,,False,,
1652504400000,0.00975300,0.009868,0.009741,0.009867,3899.331,1652507999999,38.24290394,3814,2144.73100000,21.03423552,0,,,,,,,,,,,,,,,,,,4865.658333333334,False,,False,,
1652508000000,0.00986800,0.009903,0.009842,0.009884,3134.42,1652511599999,30.95362087,2924,1714.28900000,16.92971351,0,,,,,,,,,,,,,,,,,,4920.730666666667,False,,False,,
1652511600000,0.00988500,0.009898,0.009712,0.009749,21913.289,1652515199999,214.63277721,7104,12249.05500000,119.94401455,0,,,,,,,,,,,,,,,,,,9649.013333333334,False,,False,,
1652515200000,0.00975000,0.009781,0.00973,0.009772,4640.273,1652518799999,45.28828086,3432,3006.32100000,29.34615322,0,,,,,,,,,,,,,,,,,,9895.994,False,,False,,
1652518800000,0.00977100,0.009799,0.009681,0.009682,5617.822,1652522399999,54.64694350,4604,2064.37800000,20.11212346,0,,,,,,,,,,,,,,,,,,10723.794666666667,False,,False,,
1652522400000,0.00968300,0.009687,0.009593,0.0096,8553.108,1652525999999,82.42768260,6186,2888.32400000,27.85340560,0,,,,,,,,,,,,,,,,,,6270.401000000001,False,,False,,
1652526000000,0.00960000,0.009715,0.009557,0.009681,8624.48,1652529599999,82.89448595,7648,4128.03300000,39.69358754,0,,,,,,,,,,,,,,,,,,7598.47,False,,False,,
1652529600000,0.00968000,0.00968,0.009566,0.00959,5776.762,1652533199999,55.60498848,5931,2206.43600000,21.24202284,0,,,,,,,,,,,,,,,,,,7651.45,False,,False,,
1652533200000,0.00959200,0.009611,0.009503,0.009504,6087.351,1652536799999,58.12161709,5168,1952.33900000,18.63565583,0,,,,,,,,,,,,,,,,,,6829.531,False,,False,,
1652536800000,0.00950400,0.009666,0.009482,0.00966,7406.048,1652540399999,70.89500119,6441,4146.78000000,39.71843462,0,,,,,,,,,,,,,,,,,,6423.387,False,,False,,
1652540400000,0.00965900,0.009717,0.009624,0.009644,10454.412,1652543999999,101.13720755,5414,3745.25500000,36.22332103,0,,,,,,,,,,,,,,,,,,7982.603666666667,False,,False,,
1652544000000,0.00964400,0.009821,0.00963,0.009751,9120.495,1652547599999,88.98447603,7663,5361.22100000,52.31239175,0,,,,,,,,,,,,,,,,,,8993.651666666667,False,,False,,
1652547600000,0.00975200,0.009787,0.009736,0.009747,4302.686,1652551199999,41.98712387,2743,2157.44800000,21.05355657,0,,,,,,,,,,,,,,,,,,7959.197666666667,False,,False,,
1652551200000,0.00974600,0.009769,0.009716,0.009766,3542.544,1652554799999,34.52927582,2786,1774.92100000,17.30244840,0,,,,,,,,,,,,,,,,,,5655.241666666666,False,,False,,
1652554800000,0.00976600,0.009784,0.009738,0.009778,2578.57,1652558399999,25.17900211,2214,1425.83300000,13.92383875,0,,,,,,,,,,,,,,,,,,3474.6,False,,False,,
1652558400000,0.00977900,0.009822,0.009775,0.009799,2510.391,1652561999999,24.59782609,2331,1435.97200000,14.07010875,0,,,,,,,,,,,,,,,,,,2877.1683333333335,False,,False,,
1652562000000,0.00979900,0.009815,0.009734,0.009735,2408.299,1652565599999,23.54005529,2481,925.38000000,9.04168776,0,,,,,,,,,,,,,,,,,,2499.0866666666666,False,,False,,
1652565600000,0.00973500,0.009804,0.009735,0.009753,3490.523,1652569199999,34.13386986,2863,1715.74100000,16.77913026,0,,,,,,,,,,,,,,,,,,2803.071,False,,False,,
1652569200000,0.00975300,0.009894,0.009753,0.009872,4822.788,1652572799999,47.41072700,3982,3136.95900000,30.82886958,0,,,,,,,,,,,,,,,,,,3573.8700000000003,False,,False,,
1652572800000,0.00986900,0.009894,0.009844,0.009882,2528.357,1652576399999,24.96346955,4626,1227.47600000,12.11903407,0,,,,,1.8811437783577273e-06,,,,,,,,,,,,,3613.889333333334,False,,False,,
1652576400000,0.00988200,0.009886,0.009817,0.009839,1523.588,1652579999999,14.99897483,2229,772.13500000,7.60175099,0,,,,,6.09885955034882e-06,,,,,,,,,,,,,2958.2443333333335,False,,False,,
1652580000000,0.00984000,0.009844,0.009683,0.009701,3790.733,1652583599999,36.98873324,4266,1174.80300000,11.46157476,0,,,,,-1.674711962199385e-06,,,,,,,,,,,,,2614.226,False,,False,,
1652583600000,0.00970100,0.009772,0.009639,0.009742,10053.635,1652587199999,97.51212576,5004,6103.63800000,59.16599984,0,,,,,-4.475376686135721e-06,,,,,,,,,,,,,5122.652,False,,False,,
1652587200000,0.00974300,0.009818,0.009714,0.009809,4981.413,1652590799999,48.72362478,3023,2201.27400000,21.51770778,0,,,,,-1.2738988865272638e-06,,,,,,,,,,,,,6275.260333333333,False,,False,,
1652590800000,0.00980900,0.00986,0.009803,0.009855,1900.566,1652594399999,18.68164820,2271,1219.52600000,11.98465819,0,,,,,4.918414476542954e-06,,,,,,,,,,,,,5645.204666666667,False,,False,,
1652594400000,0.00985500,0.009865,0.009814,0.009816,2335.976,1652597999999,22.97562846,1947,1433.44100000,14.09868589,0,,,,,6.6027806216676505e-06,,,,,,,,,,,,,3072.6516666666666,False,,False,,
1652598000000,0.00981800,0.009888,0.009813,0.009882,3433.69,1652601599999,33.80008693,2596,2321.07800000,22.85459031,0,,,,,1.3112152608624542e-05,,,,,,,,,,,,,2556.744,False,,False,,
1652601600000,0.00988200,0.009889,0.009836,0.009852,3512.254,1652605199999,34.62831852,2528,1992.30700000,19.64420610,0,,,,,1.566949929232564e-05,4.539873643667218e-06,,,,,,,,,,,,3093.9733333333334,False,,False,,
1652605200000,0.00985100,0.009887,0.009831,0.009883,2281.982,1652608799999,22.50514113,1755,1497.67500000,14.77322679,0,,,,,1.9967483169387387e-05,7.625395548811252e-06,,,,,,,,,,,,3075.9753333333333,False,,False,,
1652608800000,0.00988300,0.00997,0.009865,0.009952,3923.085,1652612399999,38.85389695,4325,2188.69700000,21.68334975,0,,,,,2.8611573293360268e-05,1.1822631097721055e-05,,,,,,,,,,,,3239.107,False,,False,,
